track,sample,outcome,spec_id,spec_label,hypothesis_family,weight_status,weight_column,sample_n,folds,nuisance_learner,engine_impl,x_block_id,x_exclude_columns,x_feature_count,treatment,estimate,std_error,ci_low,ci_high,p_value,outcome_oof_r2,treatment_oof_r2,mean_treatment_oof_r2,final_model_r2,condition_number,p_value_adj_bh,p_value_adj_holm,significant_bh_0_05,significant_holm_0_05,source_path
track1_per_cell,main,share_joint_Rupture_discomposed,expressive_environment,Interview-year moderation,H5,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,h5_no_interview_year_controls,interview_year;age_at_interview,28,interview_year_centered_v1,0.0068258061596938,0.0021416436506325,0.0026282617367352,0.0110233505826525,0.0014366679029148,-0.255097541141537,0.0123387264222976,0.2764585705093821,0.0209800223282656,168.80700358644745,0.0409450352330737,0.9496374838267282,1,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv
track1_per_cell,main,share_joint_Rupture_discomposed,expressive_environment,Interview-year moderation,H5,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,h5_no_interview_year_controls,interview_year;age_at_interview,28,adolescent_x_interview_year_centered_v1,-0.0089830377461839,0.0032706894615706,-0.0153934712954771,-0.0025726041968908,0.0060229881539041,-0.255097541141537,-0.1751673756328677,0.2764585705093821,0.0209800223282656,168.80700358644745,0.0984258186785706,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv
track1_per_cell,main,share_joint_Distrust_composed,expressive_environment,Interview-year moderation,H5,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,h5_no_interview_year_controls,interview_year;age_at_interview,28,adolescent_exposure_flag,-0.0666804286697498,0.1482720176059294,-0.3572882430924604,0.2239273857529607,0.652914600696446,-0.2303327334709706,0.9922043607387164,0.2764585705093821,0.0129133816933668,168.80700358644745,0.9760885314688308,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv
track1_per_cell,main,share_joint_Distrust_composed,expressive_environment,Interview-year moderation,H5,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,h5_no_interview_year_controls,interview_year;age_at_interview,28,interview_year_centered_v1,-0.0039242094075017,0.0018983730243109,-0.0076449521643735,-0.0002034666506299,0.0387206367118883,-0.2303327334709706,0.0123387264222976,0.2764585705093821,0.0129133816933668,168.80700358644745,0.3255790038507788,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv
track1_per_cell,main,share_joint_Distrust_composed,expressive_environment,Interview-year moderation,H5,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,h5_no_interview_year_controls,interview_year;age_at_interview,28,adolescent_x_interview_year_centered_v1,0.0053365863323464,0.002585736182499,0.0002686365411262,0.0104045361235665,0.0390314010464384,-0.2303327334709706,-0.1751673756328677,0.2764585705093821,0.0129133816933668,168.80700358644745,0.3255790038507788,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv
track1_per_cell,main,share_joint_Distrust_discomposed,expressive_environment,Interview-year moderation,H5,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,h5_no_interview_year_controls,interview_year;age_at_interview,28,adolescent_exposure_flag,0.1239554732246124,0.0941916507540525,-0.0606567698977054,0.3085677163469304,0.1881766766047071,-0.2590940654847531,0.9922043607387164,0.2764585705093821,0.0314817665480695,168.80700358644745,0.7527067064188286,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv
track1_per_cell,main,share_joint_Distrust_discomposed,expressive_environment,Interview-year moderation,H5,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,h5_no_interview_year_controls,interview_year;age_at_interview,28,interview_year_centered_v1,0.0040266952550324,0.0010022636003854,0.0020622946952615,0.0059910958148033,5.879363531857599e-05,-0.2590940654847531,0.0123387264222976,0.2764585705093821,0.0314817665480695,168.80700358644745,0.0154465711354173,0.0401560529225874,1,1,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv
track1_per_cell,main,share_joint_Distrust_discomposed,expressive_environment,Interview-year moderation,H5,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,h5_no_interview_year_controls,interview_year;age_at_interview,28,adolescent_x_interview_year_centered_v1,-0.0069398719798136,0.0016575273279613,-0.0101885658460088,-0.0036911781136185,2.828122762109069e-05,-0.2590940654847531,-0.1751673756328677,0.2764585705093821,0.0314817665480695,168.80700358644745,0.0154465711354173,0.019344359692826,1,1,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv
track1_per_cell,main,share_class_Injury,expressive_environment,Interview-year moderation,H5,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,h5_no_interview_year_controls,interview_year;age_at_interview,28,adolescent_exposure_flag,0.117812000865082,0.2903429098658998,-0.4512496456386407,0.6868736473688049,0.6849127212702524,-0.2773279014548295,0.9922043607387164,0.2764585705093821,0.0046109411642628,168.80700358644745,0.9807389680723684,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv
track1_per_cell,main,share_class_Injury,expressive_environment,Interview-year moderation,H5,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,h5_no_interview_year_controls,interview_year;age_at_interview,28,interview_year_centered_v1,-0.0027655279952418,0.0026175502257377,-0.0078958321654126,0.0023647761749289,0.2907248068381591,-0.2773279014548295,0.0123387264222976,0.2764585705093821,0.0046109411642628,168.80700358644745,0.881069887355995,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv
track1_per_cell,main,share_class_Injury,expressive_environment,Interview-year moderation,H5,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,h5_no_interview_year_controls,interview_year;age_at_interview,28,adolescent_x_interview_year_centered_v1,0.0021935440514737,0.003694132803262,-0.0050468231970278,0.0094339112999754,0.5526516848060254,-0.2773279014548295,-0.1751673756328677,0.2764585705093821,0.0046109411642628,168.80700358644745,0.948508762670043,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv
track1_per_cell,main,share_class_Rupture,expressive_environment,Interview-year moderation,H5,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,h5_no_interview_year_controls,interview_year;age_at_interview,28,adolescent_exposure_flag,-0.1161102829116832,0.1020994293993642,-0.3162214873765271,0.0840009215531606,0.2554431770062892,-0.2992077208893442,0.9922043607387164,0.2764585705093821,0.0050531293471075,168.80700358644745,0.8365665602174286,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv
track1_per_cell,main,share_class_Rupture,expressive_environment,Interview-year moderation,H5,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,h5_no_interview_year_controls,interview_year;age_at_interview,28,interview_year_centered_v1,0.003127369965181,0.0026038080407505,-0.0019760000173456,0.0082307399477078,0.2297219275496448,-0.2992077208893442,0.0123387264222976,0.2764585705093821,0.0050531293471075,168.80700358644745,0.8253330645782515,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv
track1_per_cell,main,share_class_Rupture,expressive_environment,Interview-year moderation,H5,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,h5_no_interview_year_controls,interview_year;age_at_interview,28,adolescent_x_interview_year_centered_v1,-0.0012050070800854,0.0038712191380548,-0.0087924571669351,0.0063824430067642,0.755592878190661,-0.2992077208893442,-0.1751673756328677,0.2764585705093821,0.0050531293471075,168.80700358644745,0.9813174645123344,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv
track1_per_cell,main,share_class_Distrust,expressive_environment,Interview-year moderation,H5,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,h5_no_interview_year_controls,interview_year;age_at_interview,28,adolescent_exposure_flag,0.0675254454969527,0.0912748235150796,-0.1113699212878529,0.2464208122817585,0.4594191578698064,-0.1906293604217579,0.9922043607387164,0.2764585705093821,0.0020952466058409,168.80700358644745,0.9134962325085688,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv
track1_per_cell,main,share_class_Distrust,expressive_environment,Interview-year moderation,H5,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,h5_no_interview_year_controls,interview_year;age_at_interview,28,interview_year_centered_v1,0.0002404810747191,0.0019716085571596,-0.0036238006889248,0.004104762838363,0.9029211790591772,-0.1906293604217579,0.0123387264222976,0.2764585705093821,0.0020952466058409,168.80700358644745,0.9813174645123344,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv
track1_per_cell,main,share_class_Distrust,expressive_environment,Interview-year moderation,H5,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,h5_no_interview_year_controls,interview_year;age_at_interview,28,adolescent_x_interview_year_centered_v1,-0.0024032312968507,0.002847038408797,-0.0079833240406952,0.0031768614469937,0.3986044653586246,-0.1906293604217579,-0.1751673756328677,0.2764585705093821,0.0020952466058409,168.80700358644745,0.8869729811452898,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv
track1_per_cell,main,share_region_injury,expressive_environment,Interview-year moderation,H5,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,h5_no_interview_year_controls,interview_year;age_at_interview,28,adolescent_exposure_flag,0.0935674267869535,0.2468944737144925,-0.3903368496754229,0.5774717032493301,0.704704643236916,-0.271629888632382,0.9922043607387164,0.2764585705093821,0.0037890016772915,168.80700358644745,0.9813174645123344,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv
track1_per_cell,main,share_region_injury,expressive_environment,Interview-year moderation,H5,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,h5_no_interview_year_controls,interview_year;age_at_interview,28,interview_year_centered_v1,-0.0025732712159445,0.0026709052893991,-0.0078081493892844,0.0026616069573954,0.3353240894647039,-0.271629888632382,0.0123387264222976,0.2764585705093821,0.0037890016772915,168.80700358644745,0.8869729811452898,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv
track1_per_cell,main,share_region_injury,expressive_environment,Interview-year moderation,H5,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,h5_no_interview_year_controls,interview_year;age_at_interview,28,adolescent_x_interview_year_centered_v1,0.0027591326076291,0.0037562278334481,-0.004602938663656,0.0101212038789144,0.4626143360736878,-0.271629888632382,-0.1751673756328677,0.2764585705093821,0.0037890016772915,168.80700358644745,0.9145323869202384,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv
track1_per_cell,main,share_region_injury_disrupted,expressive_environment,Interview-year moderation,H5,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,h5_no_interview_year_controls,interview_year;age_at_interview,28,adolescent_exposure_flag,0.0124879010301301,0.0432103324970413,-0.0722027944240714,0.0971785964843318,0.7725793420077387,-0.192458508141069,0.9922043607387164,0.2764585705093821,0.0083167043079227,168.80700358644745,0.9813174645123344,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv
track1_per_cell,main,share_region_injury_disrupted,expressive_environment,Interview-year moderation,H5,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,h5_no_interview_year_controls,interview_year;age_at_interview,28,interview_year_centered_v1,-0.0002016714037678,0.0002666396796662,-0.000724275572763,0.0003209327652272,0.4494427898227497,-0.192458508141069,0.0123387264222976,0.2764585705093821,0.0083167043079227,168.80700358644745,0.9090905040436416,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv
track1_per_cell,main,share_region_injury_disrupted,expressive_environment,Interview-year moderation,H5,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,h5_no_interview_year_controls,interview_year;age_at_interview,28,adolescent_x_interview_year_centered_v1,-0.000490365313559,0.0004529478332058,-0.0013781267535179,0.0003973961263998,0.2789820963095776,-0.192458508141069,-0.1751673756328677,0.2764585705093821,0.0083167043079227,168.80700358644745,0.881069887355995,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv
track1_per_cell,main,share_region_adaptive_rupture,expressive_environment,Interview-year moderation,H5,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,h5_no_interview_year_controls,interview_year;age_at_interview,28,adolescent_exposure_flag,0.0936442521021924,0.0652014460519086,-0.0341482338994798,0.2214367381038646,0.1509369956918878,-0.2920867083824419,0.9922043607387164,0.2764585705093821,0.0043672480004599,168.80700358644745,0.6794494246740906,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv
track1_per_cell,main,share_region_adaptive_rupture,expressive_environment,Interview-year moderation,H5,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,h5_no_interview_year_controls,interview_year;age_at_interview,28,interview_year_centered_v1,-0.0016758138711666,0.0015688671639838,-0.0047507370091023,0.0013991092667691,0.2854446876372951,-0.2920867083824419,0.0123387264222976,0.2764585705093821,0.0043672480004599,168.80700358644745,0.881069887355995,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv
track1_per_cell,main,share_region_adaptive_rupture,expressive_environment,Interview-year moderation,H5,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,h5_no_interview_year_controls,interview_year;age_at_interview,28,adolescent_x_interview_year_centered_v1,0.0014651615806984,0.0022859857399739,-0.0030152881388226,0.0059456113002194,0.5215668162204268,-0.2920867083824419,-0.1751673756328677,0.2764585705093821,0.0043672480004599,168.80700358644745,0.948508762670043,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv
track1_per_cell,main,share_region_default_rupture,expressive_environment,Interview-year moderation,H5,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,h5_no_interview_year_controls,interview_year;age_at_interview,28,adolescent_exposure_flag,-0.211641665051379,0.2296096568380359,-0.6616683229565304,0.2383849928537724,0.3566613477944277,-0.2028177121851888,0.9922043607387164,0.2764585705093821,0.0144611502392362,168.80700358644745,0.8869729811452898,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv
track1_per_cell,main,share_region_default_rupture,expressive_environment,Interview-year moderation,H5,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,h5_no_interview_year_controls,interview_year;age_at_interview,28,interview_year_centered_v1,0.0051702409514186,0.0021554748530865,0.0009455878697873,0.00939489403305,0.0164554017443312,-0.2028177121851888,0.0123387264222976,0.2764585705093821,0.0144611502392362,168.80700358644745,0.1828554067598336,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv
track1_per_cell,main,share_region_default_rupture,expressive_environment,Interview-year moderation,H5,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,h5_no_interview_year_controls,interview_year;age_at_interview,28,adolescent_x_interview_year_centered_v1,-0.003486497637979,0.0032844311006217,-0.0099238643049009,0.0029508690289429,0.2884524958942605,-0.2028177121851888,-0.1751673756328677,0.2764585705093821,0.0144611502392362,168.80700358644745,0.881069887355995,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv
track1_per_cell,main,share_region_politicizing_rupture,expressive_environment,Interview-year moderation,H5,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,h5_no_interview_year_controls,interview_year;age_at_interview,28,adolescent_exposure_flag,-0.1597951170023427,0.5309386821274282,-1.2004158119712622,0.8808255779665767,0.7634395227289675,-0.1635267595447551,0.9922043607387164,0.2764585705093821,0.0024882238235396,168.80700358644745,0.9813174645123344,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv
track1_per_cell,main,share_region_politicizing_rupture,expressive_environment,Interview-year moderation,H5,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,h5_no_interview_year_controls,interview_year;age_at_interview,28,interview_year_centered_v1,0.0002383809523849,0.0017986826674105,-0.0032869722953562,0.0037637342001261,0.8945644192436242,-0.1635267595447551,0.0123387264222976,0.2764585705093821,0.0024882238235396,168.80700358644745,0.9813174645123344,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv
track1_per_cell,main,share_region_politicizing_rupture,expressive_environment,Interview-year moderation,H5,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,h5_no_interview_year_controls,interview_year;age_at_interview,28,adolescent_x_interview_year_centered_v1,-0.0015184821187885,0.0026689687786769,-0.0067495648008572,0.0037126005632801,0.5693971074603845,-0.1635267595447551,-0.1751673756328677,0.2764585705093821,0.0024882238235396,168.80700358644745,0.954142991014173,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv
track1_per_cell,main,share_region_distrust,expressive_environment,Interview-year moderation,H5,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,h5_no_interview_year_controls,interview_year;age_at_interview,28,adolescent_exposure_flag,0.2406666002908737,0.5039099107238857,-0.7469786761807362,1.2283118767624837,0.6329360230150203,-0.306400958933094,0.9922043607387164,0.2764585705093821,0.0066445517429498,168.80700358644745,0.9760885314688308,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv
track1_per_cell,main,share_region_distrust,expressive_environment,Interview-year moderation,H5,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,h5_no_interview_year_controls,interview_year;age_at_interview,28,interview_year_centered_v1,-0.0003724496954608,0.0010705390369003,-0.0024706676518297,0.0017257682609079,0.7279088559602902,-0.306400958933094,0.0123387264222976,0.2764585705093821,0.0066445517429498,168.80700358644745,0.9813174645123344,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv
track1_per_cell,main,share_region_distrust,expressive_environment,Interview-year moderation,H5,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,h5_no_interview_year_controls,interview_year;age_at_interview,28,adolescent_x_interview_year_centered_v1,-0.0002375846850599,0.0014793008198152,-0.0031369610141984,0.0026617916440786,0.87240367697057,-0.306400958933094,-0.1751673756328677,0.2764585705093821,0.0066445517429498,168.80700358644745,0.9813174645123344,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv
track1_per_cell,main,share_composed,expressive_environment,Interview-year moderation,H5,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,h5_no_interview_year_controls,interview_year;age_at_interview,28,adolescent_exposure_flag,-0.479165938181809,0.5356751032213687,-1.5290698479104674,0.5707379715468495,0.3710498788562005,-0.2443915733303983,0.9922043607387164,0.2764585705093821,0.0293974762928798,168.80700358644745,0.8869729811452898,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv
track1_per_cell,main,share_composed,expressive_environment,Interview-year moderation,H5,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,h5_no_interview_year_controls,interview_year;age_at_interview,28,interview_year_centered_v1,-0.0107185976589403,0.0030728649907773,-0.0167413023702178,-0.0046958929476627,0.0004863848196749,-0.2443915733303983,0.0123387264222976,0.2764585705093821,0.0293974762928798,168.80700358644745,0.0298103963354763,0.3294026160193808,1,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv
track1_per_cell,main,share_composed,expressive_environment,Interview-year moderation,H5,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,h5_no_interview_year_controls,interview_year;age_at_interview,28,adolescent_x_interview_year_centered_v1,0.0177689102445402,0.0046021256085478,0.0087489097994569,0.0267889106896234,0.0001129135316916,-0.2443915733303983,-0.1751673756328677,0.2764585705093821,0.0293974762928798,168.80700358644745,0.0154465711354173,0.0768638918569219,1,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv
track1_per_cell,main,share_discomposed,expressive_environment,Interview-year moderation,H5,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,h5_no_interview_year_controls,interview_year;age_at_interview,28,adolescent_exposure_flag,0.479222193706373,0.53601851593756,-0.5713547925778535,1.5297991799905994,0.3713002904991432,-0.2442951398323227,0.9922043607387164,0.2764585705093821,0.0294026712381061,168.80700358644745,0.8869729811452898,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv
track1_per_cell,main,share_discomposed,expressive_environment,Interview-year moderation,H5,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,h5_no_interview_year_controls,interview_year;age_at_interview,28,interview_year_centered_v1,0.0107193957769531,0.0030728320472334,0.004696755633835,0.0167420359200711,0.0004858445664002,-0.2442951398323227,0.0123387264222976,0.2764585705093821,0.0294026712381061,168.80700358644745,0.0298103963354763,0.3294026160193808,1,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv
